# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-t" "exon" "-g" "gene_id" "-a" "/mnt/d/Nancy/Project/annotation/genes.gtf" "-o" "/mnt/d/Nancy/Project/05_featurecounts/gene_counts.txt" "SRR9113519.sorted.bam" "SRR9113520.sorted.bam" "SRR9113521.sorted.bam" "SRR9113522.sorted.bam" "SRR9113523.sorted.bam" "SRR9113524.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9113519.sorted.bam	SRR9113520.sorted.bam	SRR9113521.sorted.bam	SRR9113522.sorted.bam	SRR9113523.sorted.bam	SRR9113524.sorted.bam
Os12g0614851	12	26075077	26076201	+	1125	15	12	4	2	37	3
Os12g0109200	12;12;12;12;12;12;12;12	494933;495869;497101;497344;497971;498123;498389;498972	495186;495924;497211;497531;498027;498282;498457;499308	+;+;+;+;+;+;+;+	1232	224	235	150	199	164	243
Os12g0182366	12;12	4184250;4186600	4184827;4186762	-;-	741	0	2	0	4	2	2
Os12g0143900	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	2161664;2162104;2162287;2162595;2162759;2163572;2163744;2164012;2164222;2164537;2164758;2165533;2165732;2165906;2167261;2167449;2167920;2168074;2168337;2168507;2169060;2169213;2169780	2162030;2162190;2162373;2162680;2162862;2163658;2163867;2164130;2164351;2164625;2164846;2165626;2165811;2165995;2167347;2167493;2167996;2168179;2168418;2168578;2169137;2169273;2170063	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2525	96	74	129	93	108	51
Os12g0548100	12;12;12;12;12;12;12;12	22163667;22165012;22165307;22165610;22165797;22166223;22166389;22167599	22164465;22165186;22165436;22165724;22165884;22166314;22166880;22169820	-;-;-;-;-;-;-;-	4113	39	60	99	38	39	56
Os12g0488700	12;12;12	18308147;18310227;18310384	18309520;18310273;18310492	+;+;+	1530	0	0	0	0	0	0
Os12g0233400	12;12;12;12;12;12;12;12;12;12;12	7306653;7306927;7308004;7308297;7308465;7309015;7309794;7309943;7310555;7310719;7311006	7306858;7307080;7308029;7308381;7308674;7309137;7309851;7310016;7310643;7310798;7311336	+;+;+;+;+;+;+;+;+;+;+	1436	732	839	880	783	945	694
Os12g0609000	12;12	25722111;25722813	25722372;25722886	-;-	336	0	0	0	0	0	0
Os12g0404400	12;12;12;12;12;12;12	12122123;12123001;12124076;12124558;12131037;12132281;12132840	12122456;12123055;12124139;12124704;12131153;12132361;12133440	-;-;-;-;-;-;-	1399	178	204	205	150	282	169
Os12g0222300	12	6625464	6626040	+	577	3589	3889	2974	2297	6814	4919
Os12g0132200	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	1554892;1554892;1556209;1556209;1556711;1557237;1557431;1557645;1557862;1558021;1558229;1558832;1559288;1559531;1559668;1559916	1555116;1555116;1556568;1556449;1556773;1557308;1557538;1557725;1557915;1558146;1558726;1558939;1559401;1559587;1559742;1560296	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2322	746	741	1163	794	862	716
Os12g0414900	12;12;12;12	12780442;12782284;12782501;12783530	12781093;12782429;12782611;12784156	+;+;+;+	1536	50	65	111	79	80	71
Os12g0115700	12;12;12;12;12	766441;767220;767722;767985;768446	767110;767446;767880;768074;768578	-;-;-;-;-	1279	10	15	6	7	4	6
Os12g0285500	12;12;12;12;12;12;12;12;12;12;12;12;12	10848222;10848606;10849536;10850205;10850527;10851790;10851991;10852398;10852542;10853544;10853929;10854602;10855871	10848522;10848941;10849786;10850292;10850702;10851880;10852110;10852445;10852618;10853632;10854040;10854704;10856270	+;+;+;+;+;+;+;+;+;+;+;+;+	2192	1016	917	1107	967	1152	969
Os12g0466800	12	16565027	16565942	-	916	0	0	2	2	0	0
Os12g0249100	12;12;12	8327011;8327933;8329189	8327368;8328374;8329430	+;+;+	1042	0	0	0	0	0	0
Os12g0530100	12;12;12;12	20890100;20898655;20898901;20899189	20890707;20898820;20899104;20899533	-;-;-;-	1323	0	0	0	0	0	0
Os12g0181600	12;12;12	4144620;4145649;4145896	4145549;4145791;4146619	-;-;-	1797	81	73	66	103	46	86
Os12g0180500	12;12;12;12;12;12;12;12	4056054;4056417;4056812;4056988;4057257;4057637;4058302;4058662	4056330;4056720;4056891;4057157;4057517;4058146;4058581;4058982	-;-;-;-;-;-;-;-	2203	4	2	4	23	1	0
Os12g0498500	12;12;12;12;12	18918241;18918713;18918941;18919880;18920306	18918516;18918847;18919030;18919941;18920690	-;-;-;-;-	948	2480	3207	2077	3843	1676	3980
Os12g0178200	12;12;12;12;12;12;12;12;12;12;12	3960528;3960936;3961140;3961297;3961572;3961746;3962836;3963023;3963205;3963629;3963862	3960842;3961040;3961217;3961371;3961658;3961813;3962923;3963123;3963325;3963760;3964001	-;-;-;-;-;-;-;-;-;-;-	1310	285	376	346	320	309	347
Os12g0191300	12;12;12;12	4642625;4643521;4643802;4644369	4643427;4643701;4644272;4644527	+;+;+;+	1614	0	8	0	0	2	0
Os12g0501400	12;12;12	19089135;19092106;19092588	19089671;19092176;19092961	-;-;-	982	0	0	0	0	0	2
Os12g0165766	12;12;12;12	3326141;3326445;3326889;3327138	3326267;3326536;3327040;3327202	+;+;+;+	436	7	8	3	9	1	8
Os12g0210450	12	5772511	5773053	-	543	19	9	30	15	28	16
Os12g0150500	12	2506938	2507510	+	573	0	0	0	0	0	0
Os12g0641300	12	27512653	27513803	+	1151	7	26	23	7	12	6
Os12g0228400	12;12;12;12;12;12;12;12;12;12	6976909;6977133;6979357;6979487;6979678;6979678;6979835;6979835;6981473;6981473	6977749;6979606;6979410;6979576;6979758;6979758;6979937;6979937;6982100;6982099	-;-;-;-;-;-;-;-;-;-	3510	0	0	0	0	0	0
Os12g0611200	12;12;12;12;12;12;12	25828666;25829734;25830058;25830383;25831028;25831538;25832399	25829603;25829895;25830282;25830481;25831436;25831665;25832900	-;-;-;-;-;-;-	2463	2530	2620	3266	2534	3227	2770
Os12g0105950	12;12;12;12;12;12	312893;312979;313930;313930;314572;314572	313748;313748;314362;314362;314901;314792	-;-;-;-;-;-	1619	0	0	0	0	0	0
Os12g0121400	12;12;12;12;12;12	1012305;1012792;1013188;1013384;1013989;1015032	1012609;1012906;1013279;1013469;1014088;1015316	-;-;-;-;-;-	983	455	510	609	313	547	291
Os12g0450300	12	15461853	15463265	-	1413	231	223	145	98	332	228
Os12g0540200	12;12;12;12;12	21594019;21594316;21594407;21595073;21595785	21594147;21594356;21594489;21595153;21596993	+;+;+;+;+	1543	532	536	681	555	669	429
Os12g0167900	12;12;12;12;12;12	3429223;3429487;3430192;3430384;3430771;3431273	3429270;3429586;3430302;3430688;3431180;3431766	+;+;+;+;+;+	1468	5051	5574	6445	4560	6025	4742
Os12g0611100	12;12;12;12	25820882;25822339;25822585;25823613	25821459;25822489;25823532;25824699	-;-;-;-	2764	2130	2615	2810	2349	3236	3200
Os12g0589898	12;12	24670685;24670909	24670782;24671065	+;+	255	0	0	0	0	0	0
Os12g0283800	12;12;12;12;12;12	10756637;10756704;10758597;10758597;10758880;10758880	10757305;10757305;10758761;10758761;10759160;10759063	-;-;-;-;-;-	1115	3818	3926	4614	3571	4080	3989
Os12g0137100	12;12;12;12;12	1794439;1794790;1795406;1795683;1796742	1794698;1794808;1795581;1795729;1797343	-;-;-;-;-	1104	600	661	594	800	748	572
Os12g0636900	12	27300282	27300904	-	623	0	0	0	1	0	0
Os12g0634900	12;12;12;12;12;12;12;12;12;12;12;12	27213523;27213994;27214173;27214861;27215454;27216322;27216578;27216920;27218078;27218345;27218671;27218845	27213898;27214073;27214343;27214962;27215606;27216438;27216667;27217059;27218212;27218509;27218742;27219059	-;-;-;-;-;-;-;-;-;-;-;-	1816	6	0	0	0	10	10
Os12g0488600	12;12;12;12;12;12;12	18301069;18302772;18303351;18304236;18304448;18305230;18305542	18301350;18302889;18303500;18304338;18304567;18305403;18305644	+;+;+;+;+;+;+	1050	0	0	0	0	0	0
Os12g0639800	12;12;12;12;12;12	27438961;27440655;27440939;27441148;27441303;27441525	27439354;27440796;27441059;27441207;27441492;27441793	+;+;+;+;+;+	1176	728	598	888	279	1349	351
Os12g0585650	12	24374356	24377203	+	2848	0	0	0	0	0	0
Os12g0298600	12;12;12;12;12;12	11862663;11863979;11864704;11864928;11865038;11865421	11863006;11864079;11864773;11864955;11865095;11865799	+;+;+;+;+;+	980	1451	1382	1442	1643	1363	1768
Os12g0152700	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	2595556;2595563;2596029;2596029;2596183;2596183;2597049;2597049;2597306;2597306;2597494;2597494;2597820;2597820;2598035;2598035;2598592;2598592;2599820;2599820	2595935;2595935;2596097;2596097;2596288;2596288;2597104;2597104;2597365;2597365;2597572;2597572;2597914;2597914;2598148;2598148;2598643;2598643;2599950;2600056	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1248	10525	9926	13149	7854	14227	9041
Os12g0550600	12;12;12	22283176;22283821;22284018	22283440;22283934;22284740	-;-;-	1102	3450	2884	2257	4052	1846	4151
Os12g0515300	12;12	19991402;19994073	19992326;19994410	-;-	1263	0	0	0	0	0	0
Os12g0580700	12;12;12	24060616;24063570;24063866	24060890;24063775;24064631	+;+;+	1247	119	205	175	193	166	190
Os12g0205100	12;12	5484753;5489424	5484996;5489765	+;+	586	0	0	0	0	0	0
Os12g0540900	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	21625455;21625457;21626001;21626001;21626222;21626222;21626693;21626693;21626920;21627507;21627507;21627832;21627832;21628097;21628097;21628284;21628284;21629081;21629081;21629310;21629310	21625798;21625798;21626111;21626111;21626290;21626290;21626764;21627000;21627000;21627599;21627599;21627984;21627984;21628148;21628148;21628469;21628469;21629200;21629200;21629669;21629511	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1796	1839	2148	2113	1657	2227	1997
Os12g0233300	12;12;12;12;12;12;12	7293407;7293942;7296253;7296756;7297440;7297617;7297815	7293762;7293997;7296310;7296822;7297495;7297670;7298321	+;+;+;+;+;+;+	1154	2697	2994	2538	3605	2367	4160
Os12g0611300	12;12	25838652;25839350	25839148;25840421	-;-	1569	148	125	91	172	115	179
Os12g0175400	12;12;12	3840945;3841243;3841449	3841134;3841372;3842155	+;+;+	1027	86	64	114	8	189	19
Os12g0188566	12;12;12	4455513;4461642;4462019	4455848;4461679;4462965	+;+;+	1321	41	48	43	42	64	39
Os12g0114000	12	696645	697460	+	816	48	34	64	46	69	21
Os12g0441600	12;12	14750544;14751435	14750876;14752232	-;-	1131	304	354	215	592	360	392
Os12g0114100	12;12;12;12;12;12	698969;699019;700514;700514;704041;704041	699614;699614;701819;701819;705122;704359	-;-;-;-;-;-	3034	7108	7943	6917	8781	10186	7906
Os12g0556300	12;12;12;12;12;12;12;12;12;12;12;12	22635834;22636227;22636979;22637336;22637505;22637740;22638351;22638601;22638913;22639217;22639520;22639723	22636115;22636275;22637016;22637417;22637554;22638206;22638514;22638807;22639069;22639324;22639593;22640197	+;+;+;+;+;+;+;+;+;+;+;+	2153	776	475	553	307	803	310
Os12g0116100	12;12;12	789403;790051;790323	789937;790164;790687	-;-;-	1014	352	168	125	296	284	202
Os12g0129550	12;12;12;12;12;12;12;12;12;12;12;12	1412001;1412415;1412697;1414518;1417820;1418748;1419534;1419786;1420089;1420665;1421629;1421830	1412114;1412544;1412747;1414633;1417999;1418939;1419674;1419913;1420263;1420853;1421750;1421875	+;+;+;+;+;+;+;+;+;+;+;+	1584	0	0	0	6	0	0
Os12g0448400	12	15284375	15284934	-	560	225	237	163	316	275	328
Os12g0456200	12;12;12;12;12;12	15848621;15849227;15849477;15849770;15849952;15851089	15849134;15849295;15849542;15849859;15850048;15851558	-;-;-;-;-;-	1306	246	287	253	306	263	268
Os12g0481700	12	17735989	17740563	-	4575	0	0	0	0	0	0
Os12g0564600	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	23157164;23157167;23157776;23157776;23158384;23158384;23158543;23158543;23159547;23159897;23161024;23161691;23162068;23162419;23163225;23163458;23163656;23164486	23157670;23157670;23158132;23158132;23158465;23158465;23159222;23159454;23159652;23160051;23161176;23161984;23162253;23163019;23163349;23163554;23163768;23164663	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3866	524	533	736	465	632	493
Os12g0613850	12;12;12;12;12;12	26018189;26018384;26019304;26019526;26019778;26019974	26018275;26018674;26019432;26019699;26019885;26020180	+;+;+;+;+;+	996	360	249	373	324	371	335
Os12g0559000	12;12;12;12;12	22825636;22826443;22826563;22826755;22827451	22825819;22826465;22826643;22827439;22827555	-;-;-;-;-	1078	2	3	1	5	2	8
Os12g0143100	12	2118063	2120604	+	2542	890	1252	1070	1305	1155	1435
Os12g0575400	12	23750068	23750655	-	588	0	0	0	0	0	0
Os12g0122100	12;12	1052828;1053352	1053245;1053873	+;+	940	82	80	127	96	133	85
Os12g0481000	12;12	17680782;17682039	17681522;17682682	-;-	1385	0	0	0	0	0	0
Os12g0435100	12;12	14228035;14228457	14228202;14229318	+;+	1030	0	0	0	0	0	0
Os12g0534100	12;12	21238294;21239475	21238792;21239733	-;-	758	420	540	478	443	387	563
Os12g0194100	12;12;12;12;12;12	4814539;4815775;4816166;4816468;4817692;4817894	4815391;4815862;4816366;4816547;4817804;4818499	-;-;-;-;-;-	1941	582	582	639	488	865	654
Os12g0197700	12;12;12;12;12;12	5045169;5046000;5046430;5046996;5048485;5050309	5045848;5046157;5046674;5047284;5049551;5050440	-;-;-;-;-;-	2571	1571	2193	1681	2517	1421	2587
Os12g0511400	12;12;12;12;12	19704242;19705160;19705965;19706856;19709395	19704644;19705405;19710164;19709067;19710182	-;-;-;-;-	4867	215	225	272	252	193	250
Os12g0290800	12	11231966	11232588	-	623	17	26	26	21	13	3
Os12g0113600	12;12	690006;690696	690381;691172	+;+	853	104	79	28	13	31	33
Os12g0624700	12	26684734	26685828	+	1095	0	0	0	0	0	0
Os12g0443000	12	14866174	14867766	-	1593	671	257	550	55	689	83
Os12g0590550	12	24722843	24723389	-	547	0	0	0	0	0	0
Os12g0517000	12	20093814	20095262	+	1449	0	0	0	0	0	0
Os12g0582900	12	24202762	24204188	+	1427	2	2	1	0	6	0
Os12g0497544	12;12;12;12;12	18879509;18880076;18880916;18881127;18881952	18879830;18880334;18881036;18881270;18882186	+;+;+;+;+	1081	0	0	0	0	0	0
Os12g0409900	12;12	12441885;12443175	12442067;12443554	-;-	563	0	0	0	2	3	14
Os12g0539750	12	21526860	21527878	-	1019	286	337	196	387	418	382
Os12g0254825	12;12	8690833;8698995	8691210;8699141	+;+	525	78	91	84	82	98	89
Os12g0170800	12;12	3602558;3604352	3602856;3605040	+;+	988	1091	1311	1663	491	2520	886
Os12g0546800	12;12	22089434;22091272	22090011;22091864	+;+	1171	0	0	0	0	0	0
Os12g0596300	12	25040193	25041378	+	1186	38	119	48	229	44	143
Os12g0136500	12	1772560	1774555	-	1996	4626	7284	5629	6468	4323	7029
Os12g0633200	12;12;12	27132446;27133276;27134491	27132722;27133482;27134705	-;-;-	699	126	133	141	123	132	133
Os12g0108000	12;12;12	434076;434409;437263	434292;434811;438615	+;+;+	1973	0	0	0	2	2	0
Os12g0516300	12;12;12;12;12;12;12;12;12;12	20061564;20061914;20061914;20062925;20063123;20063123;20063123;20065534;20065534;20066689	20062267;20062267;20062267;20062966;20065117;20065117;20063219;20066360;20065902;20066924	-;-;-;-;-;-;-;-;-;-	3804	3603	3693	3679	4022	3127	4321
Os12g0106801	12	358957	359214	-	258	482	478	424	687	512	804
Os12g0542300	12	21766760	21767380	+	621	0	0	0	0	0	0
Os12g0550800	12;12;12;12;12	22291145;22291722;22292203;22292956;22294169	22292466;22294711;22293653;22293740;22294707	-;-;-;-;-	3567	14	0	0	0	0	0
Os12g0116600	12;12;12	817004;817710;817910	817602;817817;820412	-;-;-	3210	1854	1195	1351	1094	1594	623
Os12g0281300	12;12;12;12;12;12;12;12;12;12	10606359;10606376;10606417;10607427;10607427;10607643;10607643;10610827;10610827;10610827	10606954;10606954;10609361;10607470;10607470;10609361;10609361;10611137;10611917;10611914	-;-;-;-;-;-;-;-;-;-	4094	182	223	216	224	282	229
Os12g0446500	12	15121175	15124503	+	3329	2445	2362	2834	2275	2465	2273
Os12g0212100	12;12;12;12;12	5892605;5893145;5894598;5894815;5901054	5893023;5893204;5894714;5894909;5901801	+;+;+;+;+	1439	1	0	1	0	0	0
Os12g0176700	12;12;12;12;12;12;12;12;12	3879249;3880200;3881642;3882114;3882650;3882921;3883066;3884358;3884757	3880095;3880759;3881996;3882184;3882738;3882973;3883208;3884615;3885072	+;+;+;+;+;+;+;+;+	2692	1184	1248	1125	1389	1146	1678
Os12g0183200	12;12;12;12;12;12;12	4213199;4213469;4213910;4215430;4215721;4215961;4216249	4213362;4213622;4214117;4215632;4215794;4216036;4216353	-;-;-;-;-;-;-	984	37	34	112	19	59	18
Os12g0285700	12;12	10874698;10876809	10875099;10877400	+;+	994	0	0	0	0	0	0
Os12g0509400	12;12;12;12;12;12;12;12;12;12;12;12;12;12	19612303;19612312;19614197;19614207;19615053;19615053;19615524;19615609;19617760;19618250;19620118;19620431;19621443;19622639	19612509;19612509;19614270;19614270;19615100;19615100;19616930;19616811;19617884;19618477;19620241;19620529;19621490;19622928	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2650	0	0	2	3	0	1
Os12g0289600	12;12;12;12	11139235;11139528;11140388;11141162	11139438;11140227;11140462;11141557	+;+;+;+	1375	15	4	8	26	4	18
Os12g0133025	12;12;12;12;12;12;12;12	1595896;1596436;1596784;1597160;1597453;1597800;1598342;1600720	1596002;1596576;1596960;1597251;1597616;1598260;1598466;1600969	+;+;+;+;+;+;+;+	1517	1	1	4	0	3	2
Os12g0482700	12;12;12;12;12;12;12;12;12;12	17788701;17788780;17789662;17789662;17790155;17790155;17790565;17790565;17790880;17790880	17789123;17789123;17789790;17789790;17790454;17790454;17790793;17790793;17791072;17791111	-;-;-;-;-;-;-;-;-;-	1313	781	1062	681	933	1004	1076
Os12g0507200	12;12;12;12;12;12	19462695;19462860;19464165;19464373;19464518;19465144	19462757;19463022;19464287;19464429;19464592;19465623	+;+;+;+;+;+	961	8170	7808	7124	8652	9100	8733
Os12g0194700	12;12;12;12	4860236;4861104;4862816;4863062	4860631;4861180;4862932;4863105	-;-;-;-	634	251	305	265	207	339	235
Os12g0565300	12;12;12;12;12	23196491;23197279;23197709;23198996;23200430	23197114;23197426;23198919;23199251;23200785	-;-;-;-;-	2595	110	108	201	75	98	79
Os12g0121200	12;12	1001968;1002897	1002657;1004041	-;-	1835	0	0	0	0	0	0
Os12g0286300	12;12;12;12	10904277;10905352;10906645;10909154	10904465;10905539;10906968;10909395	-;-;-;-	943	0	0	0	0	0	0
Os12g0502500	12;12;12;12;12;12;12;12;12	19151192;19152322;19153177;19153721;19154453;19154707;19154946;19155369;19155543	19151406;19152460;19153305;19153779;19154565;19154799;19155048;19155451;19155969	+;+;+;+;+;+;+;+;+	1361	1459	1563	1822	1454	1930	1628
Os12g0133400	12;12;12;12;12	1646425;1646686;1646950;1647292;1647573	1646576;1646818;1647185;1647463;1647986	+;+;+;+;+	1107	130	157	175	82	226	96
Os12g0537000	12;12;12;12	21368785;21369370;21371515;21371756	21369089;21371397;21371728;21372033	+;+;+;+	2825	6	0	2	0	3	0
Os12g0165900	12;12;12;12;12;12;12;12;12;12;12	3338061;3338727;3340175;3340821;3341354;3342000;3342165;3342511;3342790;3343019;3343409	3338369;3339185;3340660;3341036;3341856;3342066;3342222;3342649;3342906;3343196;3344342	+;+;+;+;+;+;+;+;+;+;+	3466	695	1033	684	1117	564	1072
Os12g0543800	12;12	21881648;21882442	21882367;21882778	-;-	1057	0	0	0	0	0	0
Os12g0220833	12	6489582	6490043	-	462	0	0	0	0	0	0
Os12g0610950	12	25812408	25815061	+	2654	324	461	329	540	320	447
Os12g0516900	12;12;12;12;12	20084212;20084217;20085340;20085340;20087603	20084419;20084419;20087390;20087066;20088112	+;+;+;+;+	2769	2	4	12	8	14	18
Os12g0128800	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	1368900;1368969;1369564;1369564;1370138;1370138;1370359;1370359;1370883;1370883;1371028;1371028;1371259;1371259;1371395;1371395;1371613;1371613;1372229;1372483;1372483;1373547;1373547;1373945;1373945;1374094;1374094;1374502;1374502;1374968;1374968	1369456;1369456;1369754;1369754;1370259;1370259;1370506;1370506;1370952;1370952;1371173;1371173;1371304;1371304;1371447;1371447;1371763;1371763;1372347;1372554;1372554;1373650;1373650;1374001;1374001;1374286;1374286;1374645;1374645;1376236;1375574	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3442	103	155	147	210	162	191
Os12g0420866	12	13160334	13163269	+	2936	0	0	0	0	0	0
Os12g0226700	12;12;12;12;12	6911276;6912257;6912928;6913206;6913374	6911537;6912434;6913094;6913288;6913929	+;+;+;+;+	1246	355	357	528	76	537	127
Os12g0618800	12;12	26363271;26363990	26363676;26365704	-;-	2121	4275	4126	4457	5930	4273	6514
Os12g0107733	12	420658	421298	-	641	0	0	0	0	0	0
Os12g0621700	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	26530282;26530857;26531633;26531787;26531991;26532148;26532390;26533113;26533401;26533848;26534396;26534588;26534784;26535079;26535360	26530454;26531037;26531706;26531904;26532061;26532313;26532589;26533324;26533496;26533966;26534497;26534697;26534871;26535278;26536043	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2594	19	9	22	14	18	21
Os12g0187800	12;12;12;12	4412608;4412688;4412888;4415648	4412679;4412881;4413200;4415933	-;-;-;-	865	0	4	18	0	0	0
Os12g0134300	12;12;12;12;12;12	1692017;1693286;1694627;1709308;1709771;1710057	1692134;1693395;1694752;1709493;1709942;1710199	+;+;+;+;+;+	855	0	2	0	0	0	0
Os12g0418200	12	12962679	12963317	+	639	0	0	0	0	0	0
Os12g0160500	12;12;12;12;12;12;12;12;12	3029600;3029682;3030710;3031435;3031435;3033067;3033067;3034435;3034435	3030770;3030640;3030770;3031854;3031854;3033914;3033914;3034635;3034635	-;-;-;-;-;-;-;-;-	2640	119	134	86	262	72	194
Os12g0468500	12;12;12	16702529;16704177;16705719	16703593;16704707;16707209	+;+;+	3087	214	167	127	84	357	181
Os12g0507400	12	19481391	19482395	-	1005	3	0	0	0	0	0
Os12g0292400	12;12	11320409;11320722	11320618;11322505	+;+	1994	20028	21388	11735	24109	7515	25047
Os12g0256000	12;12	8792353;8796163	8793244;8797234	+;+	1964	134	131	129	286	172	240
Os12g0236500	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	7484435;7484439;7485116;7485116;7485350;7485350;7485686;7485686;7486510;7486510;7486761;7486761;7487569;7487569;7488724;7488724;7489026;7489026;7489306;7489306;7489539;7489539	7484798;7484798;7485256;7485256;7485424;7485424;7485862;7485862;7486665;7486665;7486844;7486844;7487641;7487641;7488926;7488926;7489104;7489104;7489444;7489444;7489682;7489778	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1731	1396	1662	1811	1467	1837	1653
Os12g0254400	12;12;12;12;12;12	8670057;8671448;8671785;8671982;8672271;8679145	8670420;8671537;8671878;8672092;8672665;8679483	-;-;-;-;-;-	1393	1753	2009	1639	2466	1538	2576
Os12g0427600	12	13625375	13627725	-	2351	0	0	0	0	0	0
Os12g0632850	12	27118220	27120840	-	2621	0	0	0	0	0	0
Os12g0153700	12	2650651	2651769	-	1119	1	6	0	0	8	0
Os12g0563500	12;12;12;12;12;12;12;12;12;12;12;12;12	23106140;23107232;23108174;23108516;23108738;23109512;23109793;23109933;23110122;23110300;23110480;23110778;23111016	23106258;23107336;23108437;23108608;23108944;23109615;23109859;23110040;23110214;23110390;23110550;23110906;23111472	+;+;+;+;+;+;+;+;+;+;+;+;+	1908	1325	1311	1514	1137	1515	1340
Os12g0226066	12;12;12	6871211;6871500;6871692	6871376;6871581;6872055	-;-;-	612	0	0	0	0	0	0
Os12g0138050	12;12	1851425;1854807	1852008;1855059	+;+	837	1199	648	1394	237	1751	355
Os12g0621025	12;12;12;12;12;12;12;12;12;12	26455338;26456807;26457073;26458026;26458252;26458754;26459396;26459750;26460710;26461148	26455583;26456988;26457290;26458158;26458410;26458919;26459663;26460535;26460965;26461275	-;-;-;-;-;-;-;-;-;-	2542	71	70	80	90	52	56
Os12g0500500	12;12	19043758;19048496	19046885;19048583	-;-	3216	0	0	0	0	0	0
Os12g0529800	12	20884719	20886404	-	1686	144	320	151	318	129	284
Os12g0143300	12;12;12	2124542;2125369;2126455	2124943;2125564;2126681	-;-;-	825	485	544	400	573	453	617
Os12g0605200	12;12;12;12	25541170;25541607;25542939;25544639	25541517;25541954;25543165;25544911	-;-;-;-	1196	4	12	11	10	5	4
Os12g0112000	12;12;12;12	623582;624022;624285;625510	623937;624213;624450;626113	+;+;+;+	1318	28	34	25	27	38	8
Os12g0504900	12;12	19332572;19333052	19332918;19333201	-;-	497	0	0	0	0	0	0
Os12g0616200	12;12;12;12	26139488;26140685;26141256;26141604	26140169;26140788;26141321;26141761	-;-;-;-	1010	2365	2377	2551	2609	2795	2488
Os12g0539751	12;12;12;12;12;12;12;12	21568370;21568591;21568913;21569132;21569358;21569575;21569846;21570372	21568475;21568687;21569040;21569213;21569469;21569633;21570281;21570449	+;+;+;+;+;+;+;+	1098	1798	2219	1832	2387	1511	2700
Os12g0264800	12	9374938	9375975	+	1038	14	6	12	23	2	15
Os12g0606900	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	25632436;25633049;25633485;25633734;25634250;25634729;25635237;25635395;25635511;25635932;25636402;25636647;25636908;25637234;25637449	25632885;25633094;25633573;25633936;25634392;25634775;25635313;25635424;25635606;25636034;25636484;25636769;25637019;25637341;25638467	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2729	1153	1042	1434	1374	1361	1473
Os12g0590066	12	24687073	24687559	-	487	0	0	0	0	6	0
Os12g0498400	12;12;12;12	18913299;18913320;18915500;18915500	18914140;18914140;18915653;18915680	-;-;-;-	1023	213	281	259	165	313	242
Os12g0244150	12;12	7989853;7990273	7990024;7990426	-;-	326	0	0	0	0	0	0
Os12g0117700	12	871847	872269	+	423	0	0	0	0	0	0
Os12g0156400	12;12;12;12;12;12;12;12	2780564;2780957;2781113;2781774;2782248;2782398;2782748;2783291	2780832;2780997;2781162;2781918;2782304;2782521;2783209;2783626	+;+;+;+;+;+;+;+	1484	1342	1333	1462	1854	1726	1729
Os12g0105850	12	306918	308652	+	1735	1	0	1	1	2	2
Os12g0529900	12	20885447	20886410	+	964	0	0	0	0	0	0
Os12g0574700	12	23717571	23719674	-	2104	231	244	192	186	262	236
Os12g0187500	12	4398326	4399978	+	1653	166	301	297	272	261	288
Os12g0639150	12	27407448	27407898	-	451	0	0	0	0	0	0
Os12g0133300	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	1634877;1635448;1636743;1636956;1637760;1639116;1639506;1639661;1639801;1639943;1640085;1640288;1640513;1640997;1645703	1635125;1635593;1636872;1637041;1637847;1639315;1639581;1639710;1639863;1639996;1640187;1640394;1640573;1641037;1645862	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1614	0	1	1	2	0	0
Os12g0637300	12;12;12;12;12	27313227;27314650;27315101;27315441;27316104	27314521;27315000;27315307;27315511;27316327	+;+;+;+;+	2148	237	334	246	582	181	282
